account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls
124,1,0,157.8,71,203.2,114,168.7,82,10.0,2,3
47,1,31,140.6,114,264.6,44,238.7,121,9.7,4,2
36,0,0,175.7,69,154.8,98,208.2,68,9.5,2,0
141,0,0,208.5,129,190.3,86,144.7,93,12.0,9,1
110,0,0,192.6,102,178.9,118,214.6,74,9.4,4,1
26,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3
93,0,0,114.3,100,221.1,103,126.3,88,10.9,9,0
104,0,0,111.9,105,197.7,121,302.8,108,10.1,5,1
90,0,19,214.0,57,245.3,105,205.6,68,10.3,2,1
96,0,23,183.1,88,147.4,89,350.2,108,11.3,7,1
186,0,26,74.3,107,177.3,116,296.3,90,14.5,3,2
101,1,35,181.0,88,222.5,113,217.8,103,11.1,3,1
60,0,0,193.9,118,85.0,110,210.1,134,13.2,8,3
83,0,0,195.2,101,188.7,38,270.0,91,11.4,3,0
169,0,0,192.8,98,273.2,125,266.3,102,11.4,6,2
71,0,0,141.2,132,149.1,90,171.4,72,7.0,2,2
107,0,26,234.0,116,223.9,103,246.5,105,13.8,1,1
106,0,0,168.4,85,123.3,95,162.5,83,4.6,4,3
40,0,0,242.5,82,232.9,97,154.0,86,9.6,7,0
69,0,27,188.4,104,320.6,128,161.7,120,9.7,7,1
100,1,0,219.4,112,225.7,102,255.3,95,12.0,4,4
172,0,0,270.0,102,256.6,111,168.5,104,12.0,5,2
90,0,0,207.2,121,292.5,104,226.3,103,8.0,1,2
56,0,24,121.7,87,184.0,76,266.6,98,12.7,3,1
162,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2
85,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0
132,0,0,138.7,101,257.5,85,165.6,92,7.8,1,2
104,0,0,189.3,73,156.2,120,232.2,76,7.5,8,3
87,0,24,135.8,108,251.4,62,181.5,91,6.4,4,0
143,0,22,141.8,116,167.3,99,178.1,130,7.8,3,1
137,1,0,159.1,80,239.8,81,249.0,96,8.5,5,0
109,0,39,270.0,58,235.5,108,194.3,57,7.8,6,1
188,0,0,231.1,92,182.4,93,227.2,89,9.8,5,4
72,0,0,180.0,109,292.7,96,194.9,114,10.8,4,0
164,0,30,238.8,100,230.0,121,206.3,66,13.2,8,1
171,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0
165,1,0,81.4,110,263.7,150,219.7,107,12.2,3,1
122,0,0,136.7,115,243.1,137,188.9,110,8.6,4,0
68,0,0,219.6,97,141.1,144,205.7,101,10.8,4,2
201,0,21,192.0,97,239.1,81,116.1,125,15.1,3,1
94,0,0,145.4,92,172.8,103,183.9,43,9.3,3,2
81,0,43,102.4,102,225.3,104,182.3,97,7.1,5,2
125,0,32,96.5,109,145.8,109,174.4,82,9.4,2,1
105,0,15,88.1,125,175.9,142,269.9,85,9.7,1,2
140,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2
78,0,0,231.0,115,230.4,140,261.4,120,9.5,3,1
102,0,0,103.1,70,275.0,129,141.1,92,11.2,5,1
79,0,0,130.2,119,290.9,121,194.8,140,14.0,6,3
91,0,39,169.8,105,65.2,116,144.4,92,10.9,4,1
68,1,29,195.5,113,171.6,96,204.0,85,13.5,9,1
55,0,28,222.5,134,177.8,106,194.6,90,9.7,4,2
81,0,0,145.6,59,287.9,131,181.7,121,9.2,4,2
105,0,0,211.1,99,176.7,66,221.5,96,14.7,7,4
123,0,41,141.3,127,152.0,96,218.8,114,8.1,3,3
57,0,37,201.2,76,280.1,122,154.2,110,11.8,1,1
113,0,0,207.2,113,256.0,80,211.0,87,9.9,1,1
138,0,0,182.0,101,200.3,119,208.9,131,13.4,3,4
78,0,0,252.9,93,178.4,112,263.9,105,9.5,7,3
102,0,0,214.8,60,173.8,70,166.7,90,10.9,2,1
145,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1
149,0,20,264.4,102,219.6,123,200.4,89,11.3,3,2
106,0,0,186.2,97,257.7,89,164.3,106,11.0,4,2
105,0,0,167.7,93,234.1,103,169.7,121,6.9,5,3
95,1,0,165.5,84,286.2,112,198.9,89,11.5,2,1
49,0,0,172.0,142,224.0,100,177.3,86,7.4,1,0
169,0,0,235.7,79,136.9,85,220.9,97,13.3,10,1
105,0,42,101.9,79,223.1,97,241.6,77,12.9,2,0
100,0,0,216.2,107,215.6,84,138.4,127,10.2,3,0
147,1,0,183.8,113,164.7,110,111.0,87,10.1,4,1
97,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3
122,0,0,107.9,88,235.8,109,228.6,119,9.5,3,2
100,0,0,278.0,76,176.7,74,219.5,126,8.3,4,0
171,0,0,221.5,103,109.5,58,134.6,115,11.6,4,1
115,1,0,251.3,69,252.5,96,118.3,112,9.9,1,3
64,0,0,206.2,76,232.4,76,251.6,96,13.6,2,1
105,1,0,273.9,119,278.6,103,255.3,90,10.9,7,1
95,0,0,194.6,114,232.8,106,173.4,92,3.8,2,3
85,0,0,164.0,111,229.4,108,220.7,105,9.3,2,1
80,0,0,220.0,114,207.7,76,168.4,137,12.1,3,2
21,0,0,138.1,79,186.9,75,194.2,105,12.1,1,0
110,0,0,170.1,87,216.6,98,225.0,88,10.8,3,2
124,0,0,194.0,103,241.0,116,227.5,153,11.9,5,0
91,0,0,217.9,71,230.1,116,232.1,110,10.6,2,1
115,0,0,226.4,101,276.8,60,213.4,82,12.3,4,3
86,0,0,139.1,95,146.2,82,186.8,120,11.8,5,2
44,0,25,152.9,106,205.5,147,247.3,107,8.0,5,1
77,0,0,251.8,72,205.7,126,275.2,109,9.8,7,2
90,0,0,179.1,71,190.6,81,127.7,91,10.6,7,3
69,1,33,271.5,98,253.4,102,165.4,85,8.2,2,1
92,0,23,167.4,83,258.6,129,116.4,110,11.2,3,4
35,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0
98,0,0,187.2,127,195.6,88,181.8,129,5.1,4,1
96,0,0,197.7,68,250.5,53,181.2,67,10.5,3,3
119,0,0,73.7,66,160.5,132,214.2,67,13.0,6,3
118,0,0,297.2,113,188.8,114,188.9,100,12.4,6,1
101,0,0,155.4,71,84.0,122,229.1,97,5.8,1,1
15,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2
52,0,0,217.0,104,152.3,83,134.3,109,11.8,4,2
48,0,22,152.0,63,258.8,131,263.2,109,15.7,5,2
97,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1
81,0,0,263.8,84,162.8,107,149.7,94,8.7,6,2
95,0,0,135.2,93,285.9,123,228.1,112,10.0,2,3
57,0,0,272.7,74,224.9,85,178.2,104,10.5,3,2
69,0,0,228.2,70,263.7,80,142.6,60,10.7,5,3
89,0,0,208.4,112,189.5,116,264.4,101,16.8,1,0
85,0,33,207.9,95,233.5,88,221.3,92,13.5,3,1
138,1,17,225.2,116,173.4,88,145.8,99,11.7,4,0
97,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4
100,0,0,142.5,87,195.7,88,122.1,117,7.8,8,2
69,0,27,268.8,78,246.6,89,271.9,102,16.4,3,0
69,0,0,209.6,94,193.1,106,239.9,90,12.4,4,0
65,0,0,183.4,63,183.6,80,153.5,83,10.7,4,4
100,0,26,197.7,80,232.6,83,196.7,120,12.0,5,1
181,0,0,143.3,91,195.5,58,223.3,95,6.0,7,1
70,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0
107,0,0,114.9,119,239.7,91,165.3,112,12.6,5,2
88,0,28,190.6,104,237.3,105,211.6,116,9.8,1,2
59,0,0,155.2,79,235.3,123,169.4,80,8.7,4,1
122,1,0,146.3,117,218.7,93,236.0,97,11.5,5,1
106,0,0,155.9,90,198.0,101,189.1,95,8.0,2,2
6,0,0,183.6,117,256.7,72,178.6,79,10.2,2,1
3,0,0,182.9,87,172.1,103,233.1,89,12.1,3,4
100,1,0,68.5,110,337.1,115,205.2,99,12.1,9,0
125,0,0,214.7,115,260.6,94,266.3,123,7.4,6,3
71,0,0,119.9,108,240.7,82,151.1,124,8.1,7,3
141,0,28,308.0,123,247.8,128,152.9,103,7.4,3,1
84,0,0,225.9,86,275.6,105,201.4,108,14.3,3,3
91,0,0,139.8,109,157.0,91,218.6,122,13.6,4,3
85,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1
132,0,0,176.7,132,244.1,80,176.3,120,9.1,4,2
150,0,29,209.9,77,158.0,52,141.9,113,6.6,1,0
138,0,33,214.9,91,288.7,97,262.7,64,8.1,2,0
83,0,0,167.0,120,209.1,102,131.0,107,8.6,2,1
101,0,0,195.8,105,184.5,109,172.0,128,11.8,2,2
159,0,36,288.2,120,227.1,105,198.2,113,13.3,7,1
136,0,0,269.8,106,228.8,101,257.5,106,10.1,8,1
130,0,0,154.2,119,110.2,98,227.4,117,9.2,5,2
125,0,0,138.5,96,159.7,117,212.7,91,7.7,3,2
24,0,41,187.1,80,286.1,77,188.0,107,10.4,2,1
103,0,29,294.7,95,237.3,105,300.3,127,13.7,6,1
68,0,22,82.5,97,289.9,94,180.0,114,4.8,4,3
58,0,28,236.8,89,158.4,91,212.3,97,8.0,3,2
89,0,0,141.1,92,249.1,126,136.0,73,10.8,2,2
100,0,0,96.5,86,210.2,133,146.4,106,12.5,3,1
82,0,0,329.8,73,208.3,120,267.1,102,10.6,6,0
53,0,24,145.7,146,220.5,136,249.9,96,13.1,5,3
117,0,35,190.7,100,209.7,107,202.5,101,12.4,5,1
111,0,0,255.9,97,204.1,129,171.3,84,12.3,5,3
13,0,0,143.1,139,239.6,88,221.7,123,7.1,5,2
130,0,26,257.2,108,224.3,122,204.0,118,12.6,4,1
222,0,34,218.5,89,160.7,76,181.6,76,4.9,5,4
95,0,0,149.2,96,260.7,116,201.0,120,8.1,2,1
167,0,0,169.2,124,173.3,108,216.5,64,12.4,4,4
52,0,0,207.1,86,162.0,98,243.0,102,6.0,1,1
123,0,33,146.6,87,114.8,59,220.4,99,2.9,7,0
90,0,0,140.2,97,213.9,102,120.0,126,7.1,2,1
123,0,0,242.2,87,226.1,101,268.6,121,8.2,3,5
140,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1
146,0,32,154.0,80,185.5,91,148.2,107,8.2,4,3
88,0,0,202.2,86,216.8,93,239.4,99,11.8,2,2
159,0,19,184.1,78,194.5,71,225.6,101,16.9,3,0
42,0,32,163.8,80,177.8,123,190.4,106,8.1,5,0
87,0,0,186.9,79,182.6,105,143.1,90,4.2,14,1
117,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2
54,1,0,214.1,77,240.5,94,188.9,75,10.1,3,1
37,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4
93,0,37,230.4,95,155.5,89,179.0,90,10.4,9,3
112,0,0,109.0,126,212.7,106,208.3,92,7.9,3,1
137,0,0,223.6,86,244.8,139,94.2,81,9.5,7,0
92,0,38,242.2,96,159.7,144,210.0,108,8.9,1,1
77,0,0,189.5,112,207.0,95,214.1,91,9.2,7,0
77,0,0,196.6,87,117.7,103,124.9,100,11.4,3,2
43,0,0,165.8,96,132.0,105,323.2,62,10.7,6,0
57,0,0,217.1,115,258.6,92,173.7,117,12.6,6,2
98,0,0,217.2,121,303.4,73,197.1,71,12.4,2,0
1,0,0,144.8,107,112.5,66,218.7,79,13.8,3,1
136,0,0,259.0,105,166.9,125,255.1,107,11.1,3,3
38,0,0,131.2,98,162.9,97,159.0,106,8.2,6,2
154,0,0,154.5,122,214.2,71,178.0,105,12.0,2,3
177,0,0,266.1,91,225.2,79,224.7,58,8.9,8,3
40,0,0,169.7,115,141.4,123,253.0,115,10.5,3,4
159,0,0,169.8,114,197.7,105,193.7,82,11.6,4,1
91,0,39,160.8,97,119.3,54,147.9,101,10.3,3,3
133,0,0,187.0,65,141.4,128,238.2,108,10.0,8,2
118,0,0,154.6,112,184.2,105,217.4,102,12.6,5,2
84,0,0,233.9,76,153.2,96,228.0,82,12.8,5,3
139,0,0,63.3,116,177.3,113,171.6,82,14.2,4,1
24,0,0,243.0,91,183.9,77,184.3,109,15.3,6,0
33,1,0,164.0,99,153.1,102,123.8,104,6.4,4,0
72,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2
106,0,0,119.2,142,228.4,139,197.9,61,8.4,9,2
68,0,0,231.1,57,153.4,55,191.3,123,9.6,4,3
69,0,0,167.4,105,121.5,142,209.3,83,16.0,2,1
82,0,0,200.3,96,201.2,102,206.1,60,7.1,1,4
35,0,0,149.3,113,242.2,122,174.3,104,8.9,6,2
95,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0
93,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1
102,0,0,171.5,77,261.0,107,328.8,72,10.2,1,0
78,0,0,185.8,102,251.6,88,202.8,86,13.3,6,2
92,0,0,196.5,82,190.0,89,163.2,99,10.8,2,2
80,1,0,189.1,122,223.2,92,269.0,116,13.9,3,2
89,0,0,86.0,105,215.5,102,185.7,83,8.2,3,3
104,0,26,189.1,112,178.2,97,199.3,104,11.1,4,1
101,0,0,269.7,85,207.6,86,214.2,107,4.5,15,3
138,0,0,230.1,107,212.0,120,174.9,119,13.2,4,1
101,1,0,156.4,116,130.4,114,207.3,109,7.3,5,1
166,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1
138,1,0,46.5,104,186.0,114,167.5,95,9.6,4,4
110,0,0,188.0,127,90.5,118,150.3,64,15.3,3,3
19,0,34,206.4,111,229.7,118,156.7,81,11.8,10,3
79,1,0,300.4,113,210.8,93,173.4,121,11.9,3,2
232,0,0,248.2,128,211.2,96,147.1,117,10.0,6,2
116,0,0,179.0,81,200.0,116,168.6,74,15.8,7,1
90,0,0,152.3,91,165.0,120,294.3,73,9.0,3,2
9,0,16,88.5,87,178.8,108,228.7,96,11.5,3,2
86,0,0,70.7,125,211.0,113,174.6,107,0.0,0,2
135,0,0,173.4,107,222.0,84,64.2,94,13.7,6,1
104,0,0,304.0,141,264.1,127,138.1,104,7.2,4,0
104,0,0,191.8,105,148.7,96,234.8,123,19.3,4,1
176,0,0,223.2,76,214.4,131,154.4,80,10.1,2,3
75,0,0,170.7,101,193.1,126,129.1,104,6.9,7,1
117,0,0,189.8,122,235.6,94,270.8,120,12.7,2,1
121,0,0,180.0,116,196.4,112,280.3,95,10.1,5,2
90,0,0,160.9,97,136.4,46,209.0,121,9.1,4,2
182,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2
78,0,0,241.3,113,146.6,97,129.0,131,11.8,6,3
123,0,39,270.4,99,245.1,110,108.9,113,15.4,7,1
16,0,0,228.3,80,130.9,75,156.7,98,8.4,9,1
77,0,17,204.9,84,201.0,102,219.7,97,11.3,5,0
43,0,0,159.5,99,119.7,149,173.9,126,6.8,3,2
49,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2
86,0,39,261.2,122,214.2,101,154.9,101,12.7,5,2
25,0,0,250.1,108,221.9,97,208.5,84,11.1,3,2
89,0,0,303.9,95,260.9,114,312.1,89,5.3,3,1
102,0,32,135.7,108,216.5,134,160.5,125,13.0,7,1
75,0,0,229.2,59,142.8,107,291.6,109,8.5,5,0
72,0,0,139.9,117,223.6,96,240.8,93,12.7,4,2
43,0,36,93.1,68,246.1,83,94.9,109,8.7,8,1
182,0,24,215.2,73,133.1,85,205.1,79,10.9,7,0
100,0,0,160.3,138,221.3,92,150.4,120,11.2,2,0
73,0,0,187.8,95,149.2,143,201.4,113,11.0,4,2
73,1,34,252.9,103,220.1,79,144.9,65,11.4,3,0
86,0,23,225.5,107,246.3,105,245.7,81,9.8,2,0
67,0,0,284.5,104,88.6,71,171.4,93,12.5,4,1
116,0,0,271.0,114,209.9,71,193.5,109,13.7,2,5
105,1,0,228.4,100,145.1,108,245.3,140,7.7,7,0
105,0,27,141.2,96,167.7,94,274.4,101,11.4,2,1
101,0,0,209.6,107,228.8,96,172.4,85,7.6,2,3
96,0,0,166.5,101,78.3,108,221.9,112,11.5,10,3
89,0,0,192.1,83,163.6,88,169.7,138,6.1,3,0
57,1,0,227.4,94,146.4,115,211.4,92,8.3,5,1
88,0,0,177.8,112,226.5,80,221.8,71,7.9,4,1
31,0,0,142.9,67,109.7,72,293.6,112,11.5,6,0
42,0,0,196.5,89,241.3,123,143.2,105,4.0,7,0
97,0,32,183.4,94,269.1,120,203.5,38,6.7,4,5
82,0,19,146.5,73,246.4,65,199.0,114,4.1,4,1
91,0,31,273.0,78,215.5,98,104.7,114,9.6,2,1
117,0,0,223.7,73,205.2,69,282.9,51,11.1,1,2
84,0,0,130.2,105,278.0,60,305.4,74,14.0,6,2
185,0,24,121.6,100,108.3,77,206.3,98,12.3,2,5
98,0,0,207.0,94,256.3,64,137.6,60,10.4,4,2
117,0,0,228.3,84,152.6,92,309.7,101,3.7,3,3
83,0,0,228.4,113,163.3,103,248.0,114,7.8,6,1
116,0,12,221.0,108,151.0,118,179.0,80,9.0,6,2
90,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1
34,0,0,151.1,92,211.7,86,205.8,72,9.8,4,0
116,0,35,118.0,103,167.2,106,205.7,102,11.8,2,2
45,0,29,135.8,104,222.5,101,235.6,92,7.9,6,2
92,0,0,160.5,113,287.3,134,212.6,93,8.2,3,3
122,0,0,128.3,89,237.7,62,166.6,128,11.2,5,1
94,0,0,85.9,113,226.7,91,279.6,110,15.6,16,0
42,0,0,171.0,129,183.9,96,130.2,90,4.6,6,0
125,0,0,137.1,94,209.8,83,238.4,114,8.6,4,1
63,0,33,184.2,111,312.6,89,264.0,55,12.2,4,1
49,0,0,260.9,88,174.2,103,262.8,98,10.6,4,1
75,0,41,130.9,115,203.4,110,171.7,68,12.4,4,1
150,0,24,195.7,108,208.8,110,177.0,84,11.7,2,2
92,0,0,265.6,82,180.7,75,211.1,113,8.6,2,1
57,0,0,158.1,117,115.2,149,182.4,92,11.8,7,0
76,0,0,90.5,142,211.7,75,194.9,76,9.3,2,1
67,0,0,178.0,77,233.6,88,175.6,88,6.3,4,2
113,0,0,193.8,99,221.4,125,172.3,67,10.6,6,1
31,0,28,171.8,116,240.7,125,245.5,80,10.6,7,1
131,0,0,143.1,114,138.1,119,199.4,100,8.9,3,3
92,1,45,281.1,88,198.0,103,94.3,76,7.5,3,0
123,0,0,260.9,85,168.5,103,178.3,91,13.3,5,3
147,0,0,130.6,83,208.1,144,204.6,72,15.6,3,3
137,0,50,186.5,94,178.0,106,215.6,100,12.1,4,2
94,0,0,210.2,95,191.2,87,150.8,111,9.4,3,2
53,0,32,131.2,63,227.4,125,178.9,105,12.8,2,2
99,0,0,254.4,120,159.3,92,264.4,94,6.0,5,1
76,0,0,208.5,124,173.0,117,221.1,95,9.8,3,0
131,0,25,192.7,85,225.9,105,254.2,59,10.9,6,2
80,0,0,322.3,113,222.0,95,162.8,123,6.7,8,0
68,0,0,186.5,108,190.2,107,187.8,103,11.0,5,1
152,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2
43,0,26,141.5,94,196.4,123,172.4,100,12.9,1,3
103,0,37,230.7,112,319.4,116,299.4,77,7.9,3,2
17,1,0,162.8,118,229.6,91,332.7,94,13.6,3,0
119,0,0,226.6,126,143.6,107,94.9,123,12.1,5,1
94,0,0,269.2,104,193.8,144,257.6,61,8.9,2,3
74,0,0,156.3,102,273.1,118,215.8,113,9.0,4,3
126,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0
57,1,0,115.0,65,122.3,96,245.0,75,6.4,1,0
131,0,0,256.6,96,225.2,113,190.2,91,11.1,3,1
138,0,0,63.7,114,212.2,132,247.6,114,8.8,4,0
134,0,0,177.1,120,218.1,123,183.8,93,12.7,5,3
118,0,26,170.8,114,199.5,125,169.7,98,9.6,5,5
81,0,33,200.3,103,216.9,96,249.8,100,15.5,4,1
52,0,0,219.0,100,148.9,110,151.8,129,11.9,8,3
77,1,0,132.9,86,168.1,121,196.3,102,7.8,3,0
126,0,0,150.8,105,157.1,85,210.0,102,10.7,3,0
97,1,0,145.0,103,294.3,93,239.8,120,11.0,2,4
78,0,0,163.6,88,283.4,93,262.1,108,8.6,9,0
16,0,0,228.6,130,208.4,103,195.3,118,11.9,7,0
111,0,0,123.1,88,213.9,84,184.9,88,12.0,2,5
158,0,0,155.9,123,224.2,112,221.0,116,8.6,8,2
121,0,0,177.2,142,123.5,88,213.2,51,8.4,6,1
101,0,0,217.7,118,231.7,128,185.3,128,0.0,0,3
90,0,0,145.6,103,197.1,137,294.5,83,10.5,4,0
101,0,29,121.1,116,186.4,100,241.7,75,10.1,6,0
75,0,46,214.1,62,200.9,111,246.8,126,9.2,6,0
113,0,0,283.9,98,137.1,91,159.0,110,11.3,5,2
195,0,36,231.7,110,225.1,88,201.7,89,12.1,2,0
112,0,30,60.6,113,165.9,96,132.8,99,13.3,7,0
196,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1
68,0,0,143.6,80,134.3,65,215.6,84,15.5,5,2
122,0,0,180.0,88,145.0,77,233.7,120,11.5,6,2
101,0,0,118.6,89,199.6,97,53.3,61,11.5,5,1
105,0,0,193.2,139,260.3,104,226.4,133,7.8,2,1
125,0,0,224.9,102,143.8,87,198.9,105,8.0,2,0
95,0,0,232.0,80,126.1,94,109.6,117,12.0,6,1
77,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1
69,1,0,176.8,89,196.0,89,232.6,151,13.1,5,1
72,1,0,274.0,75,162.8,110,110.0,121,7.7,3,4
41,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1
162,0,21,205.2,128,231.7,128,180.3,100,10.6,3,2
103,0,31,107.7,124,188.9,104,196.2,98,8.9,3,0
101,0,0,124.8,66,257.2,85,193.2,115,13.4,4,0
127,0,0,239.8,107,128.9,121,249.9,110,11.3,5,1
90,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2
70,0,0,156.4,108,171.0,116,196.1,96,8.6,4,2
58,1,43,142.8,96,272.3,100,193.4,105,8.9,4,1
204,0,0,174.3,85,254.1,95,176.4,96,5.9,3,6
117,0,0,302.6,83,167.1,106,209.8,79,10.4,7,1
90,0,29,185.6,106,219.7,113,152.1,120,11.1,5,2
84,0,33,159.1,106,149.8,101,213.4,108,13.0,18,1
201,0,0,159.9,61,237.3,124,290.2,99,13.4,4,3
174,0,0,222.3,102,173.8,123,297.2,97,5.7,2,0
127,0,28,235.6,124,236.8,113,241.2,127,7.7,2,1
61,0,0,267.1,104,180.4,131,230.6,106,17.3,4,1
100,0,0,222.1,115,245.0,130,129.3,119,8.1,2,2
133,0,0,165.9,98,161.9,110,208.9,120,11.2,11,2
74,0,0,141.9,103,201.0,110,211.2,117,10.9,11,1
120,0,0,215.7,75,244.4,105,211.2,91,11.4,5,2
36,0,0,178.6,83,213.1,103,198.0,119,10.9,5,1
87,0,19,165.8,122,186.9,89,249.7,78,0.0,0,1
69,0,0,195.3,70,216.7,108,259.9,119,12.5,4,3
150,0,0,150.9,92,191.0,106,223.6,107,8.3,4,5
46,0,0,230.7,117,186.2,84,182.2,109,9.2,4,2
56,0,0,164.3,92,233.7,107,187.3,104,11.8,1,2
26,1,0,194.4,105,238.3,100,239.1,129,9.6,5,0
125,0,25,190.1,133,181.1,61,104.0,110,12.5,3,2
113,0,30,183.8,102,183.4,123,235.0,52,11.6,7,0
29,0,0,195.6,71,126.4,74,148.6,87,14.2,4,1
5,0,0,198.7,108,146.7,86,216.8,95,9.5,3,2
96,0,0,260.4,115,146.0,46,269.5,87,11.5,4,5
111,0,33,154.0,122,207.3,123,186.2,105,10.8,8,1
17,0,0,180.4,121,228.5,111,199.5,99,14.8,5,0
185,0,19,157.3,123,257.7,94,190.4,107,9.6,6,0
102,1,0,233.8,103,221.6,131,146.9,106,12.8,3,0
19,0,0,186.1,98,254.3,57,214.0,127,14.6,7,2
160,0,33,137.0,100,203.5,82,218.7,64,5.8,4,2
131,0,0,187.9,110,200.5,101,202.6,125,10.2,11,2
54,0,0,273.8,113,119.6,156,267.6,117,11.7,3,1
39,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2
92,0,0,240.2,86,107.6,79,156.6,121,7.5,4,1
135,0,0,190.9,44,161.4,109,231.9,100,8.4,2,1
50,0,0,157.1,90,223.3,72,181.4,111,6.1,2,1
74,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0
50,1,0,99.6,108,308.7,102,161.2,62,13.7,6,2
204,0,0,205.2,145,154.8,95,191.4,77,14.1,5,3
87,0,0,124.3,91,173.4,105,256.3,109,7.5,5,3
63,0,0,58.9,125,169.6,59,211.4,88,9.4,3,1
64,0,0,297.8,88,196.0,89,213.7,107,12.0,2,1
105,0,29,179.4,113,275.4,100,246.1,105,10.0,5,0
116,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2
83,0,0,185.9,115,232.5,98,205.2,124,10.2,2,2
124,0,0,156.9,74,195.8,82,181.0,99,8.8,2,1
119,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2
42,0,0,143.7,96,221.0,98,108.9,94,8.6,1,2
137,0,20,268.5,91,128.8,121,146.4,98,12.7,6,1
92,0,0,184.7,60,262.0,73,239.5,120,12.3,6,2
137,0,0,206.4,122,128.0,102,194.5,84,8.8,5,2
118,1,0,160.0,123,175.4,96,184.8,99,9.9,3,2
49,0,0,167.2,94,218.1,121,313.1,109,7.8,5,3
99,0,0,128.3,78,215.3,120,143.7,140,14.3,9,2
93,0,0,239.8,70,251.8,99,168.6,112,10.9,10,1
117,1,0,167.1,86,177.5,87,249.4,132,14.1,7,2
59,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1
115,0,0,139.3,89,192.3,95,151.0,75,9.3,3,7
50,0,40,235.7,127,223.0,126,297.5,116,9.9,5,2
82,0,33,137.8,95,235.5,128,268.1,70,11.0,6,2
85,0,0,232.1,130,150.7,75,253.9,77,13.0,3,0
102,0,0,234.8,125,199.2,99,163.2,88,10.0,1,4
92,1,0,173.1,140,240.3,105,233.2,117,9.0,5,1
138,1,0,268.4,81,174.4,115,193.5,96,11.6,4,1
127,0,22,166.0,114,174.5,103,244.9,68,10.2,6,1
130,0,0,204.5,88,178.4,85,229.6,78,12.6,8,0
44,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1
129,0,0,168.4,117,217.1,129,81.6,100,11.8,7,1
74,0,0,143.7,97,229.6,110,98.8,100,11.8,5,1
68,0,0,195.4,116,212.1,101,138.4,134,15.1,11,1
96,0,27,261.3,96,220.9,101,179.4,97,11.3,2,1
103,0,40,164.5,95,228.7,82,194.7,97,7.4,1,4
122,0,0,190.0,125,141.5,77,216.8,68,15.9,3,3
137,0,0,209.1,104,189.4,96,214.4,83,14.8,4,3
98,0,40,212.1,90,233.9,110,234.0,84,7.1,4,0
149,0,0,119.2,88,168.3,110,204.7,119,12.2,6,4
93,1,0,131.4,78,219.7,106,155.7,103,11.1,2,1
74,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0
169,1,0,57.1,98,199.7,78,274.7,103,6.5,6,3
42,0,0,92.2,108,211.2,120,129.1,73,13.1,6,1
90,0,0,192.1,80,269.3,125,259.6,97,11.7,4,2
114,0,32,125.2,79,177.8,105,232.4,89,12.9,3,1
52,1,0,144.5,60,296.5,129,194.3,117,12.4,3,1
138,0,37,75.8,102,173.6,147,162.6,96,8.2,13,0
122,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1
130,0,0,271.8,129,237.2,128,210.1,91,8.7,2,4
56,0,0,225.9,52,242.0,69,144.5,68,11.7,3,0
46,0,0,196.7,85,205.9,74,216.6,112,11.2,5,3
49,0,28,214.4,78,235.2,100,206.2,107,8.0,13,3
162,0,0,70.7,108,157.5,87,154.8,82,9.1,3,4
119,1,32,173.0,101,209.4,93,231.1,91,12.2,4,0
